2017-04-04 11:13:01.737,-10.936569742716552,617.9032217445242,4,2
2017-04-04 11:13:01.834,-11.378729177683711,617.8952374976692,4,2
2017-04-04 11:13:29.035,-34.45819059463541,458.70756817491446,4,1
2017-04-04 11:13:29.035,-17.732898129575982,655.760279617427,-4,1
2017-04-04 11:13:29.536,-38.73951444622239,460.37294666440914,-6,2
2017-04-04 11:13:29.536,-34.73038706217342,458.68703951006904,3,2
2017-04-04 11:13:29.737,-27.05652587248061,459.2035979908169,3,3
2017-04-04 11:13:29.837,-35.114556041900165,460.66361692017773,-6,2
2017-04-04 11:13:30.037,-33.289210211463896,458.79388453149306,3,1
2017-04-04 11:13:30.536,-27.72086633665574,457.16031495477085,2,1
2017-04-04 11:13:33.537,-31.824830636723814,454.8880962994568,1,1
2017-04-04 11:13:35.037,-96.8230404311274,702.3576715902464,-6,2
2017-04-04 11:13:35.438,-73.35993622737465,705.1945261817589,-6,2
2017-04-04 11:13:36.036,-91.38970539361135,703.0852876771557,-6,2
2017-04-04 11:13:36.238,-76.88623482688844,706.8306069307869,-6,2
2017-04-04 11:13:36.638,-24.952433229802878,376.17333248904316,1,2
2017-04-04 11:13:37.237,-91.37464082470609,707.1206933856171,-6,1
2017-04-04 11:13:42.237,-12.595787399531615,570.8610567728243,1,2
2017-04-04 11:13:42.339,-11.17098273164982,570.8907155882018,1,2
2017-04-04 11:13:42.439,-11.190910570152184,570.8903252995367,1,2
2017-04-04 11:13:42.439,0.7528293654097588,272.99896199060277,1,1
2017-04-04 11:13:42.538,-10.832207414363326,570.8972440663313,1,2
2017-04-04 11:13:42.638,-12.745238041355083,570.8577396403322,1,2
2017-04-04 11:13:42.738,-11.687874814807245,568.8799465461175,1,2
2017-04-04 11:13:42.838,-11.569536883217108,570.8827776490616,1,1
2017-04-04 11:13:43.038,-13.693421301566076,568.8352047940228,1,2
2017-04-04 11:13:43.138,-14.199746218458486,568.8227906890962,1,2
2017-04-04 11:13:43.238,-16.34405163457945,568.7652169183399,1,2
2017-04-04 11:13:43.338,-15.768287467817709,568.7814704351156,1,2
2017-04-04 11:13:43.438,-18.974476254110527,568.6835405134232,1,2
2017-04-04 11:13:44.638,-2.661477777917985,568.9937754809254,1,1
2017-04-04 11:13:44.738,-1.6981853878491389,568.997465869918,2,1
2017-04-04 11:13:44.838,-8.699150014341756,568.9334976858262,2,1
2017-04-04 11:13:44.938,-6.8124507169808926,568.9592169173716,2,1
2017-04-04 11:13:45.339,-13.435290672693366,568.8413601036235,2,1
2017-04-04 11:13:46.837,-10.168724246638162,568.9091289891522,2,1
2017-04-04 11:13:46.938,-10.794266232526677,568.8976039820359,2,1
2017-04-04 11:13:47.039,-1.1452828892933458,339.9980710637981,-4,1
2017-04-04 11:13:47.139,-2.6347226689778607,339.98979137094335,-4,2
2017-04-04 11:13:47.238,-7.906661198855351,566.9448691968969,2,1
2017-04-04 11:13:47.239,-1.9692791453793923,343.9943632381897,-4,2
2017-04-04 11:13:47.439,-0.34421377830013783,345.9998287815686,-4,1
2017-04-04 11:13:47.538,-5.526876305891045,347.9561087814085,-4,2
2017-04-04 11:13:47.639,-11.260926758521034,566.8881649219176,2,2
2017-04-04 11:13:47.639,-0.4825833852684598,349.99966730452223,-4,2
2017-04-04 11:13:47.738,-19.52098275431411,566.663860884304,2,1
2017-04-04 11:13:47.738,-3.606206027270524,351.9815268989111,-4,2
2017-04-04 11:13:47.940,-9.291943867273053,566.9238571264817,2,1
2017-04-04 11:13:47.940,-6.362154361692769,355.9431457295926,-4,2
2017-04-04 11:13:48.139,-17.386340305312164,568.7343098238297,2,1
2017-04-04 11:13:48.139,-4.787646065918936,359.9681630993879,-4,2
2017-04-04 11:13:48.240,-13.209987154213968,566.846095725626,2,3
2017-04-04 11:13:48.240,-6.54518653443921,361.94082462915037,-4,1
2017-04-04 11:13:48.338,-13.814038820777615,564.8311007119368,2,2
2017-04-04 11:13:48.338,-1.2007145346556471,363.99801961632465,-4,3
2017-04-04 11:13:48.439,-15.307278054545383,566.7933373272491,2,2
